uri,cid,unittitle,unitdate,containers
/repositories/4/archival_objects/1442823,AC187_c00907,McCarter Theatre,1972-1987,box 127 folder 6-8 
/repositories/4/archival_objects/1442824,AC187_c00908,"McPherson, Michael, Paper on ""The State of Academic Labor Markets""",1984,box 127 folder 9 
/repositories/4/archival_objects/1442825,AC187_c00909,"Mellon, Andrew W., Foundation",1978-1985,box 127 folder 10 
/repositories/4/archival_objects/1442826,AC187_c00910,Mi-Mz (by Name),1985-1987,box 127 folder 11 
/repositories/4/archival_objects/1442827,AC187_c00911,Na (by Name),1977-1987,box 127 folder 12 
/repositories/4/archival_objects/1442828,AC187_c00912,National Academy of Sciences,1977-1987,box 127 folder 13 
/repositories/4/archival_objects/1442829,AC187_c00913,National Council on International Research and Manpower,1983,box 128 folder 1 
/repositories/4/archival_objects/1442830,AC187_c00914,National Endowment for the Humanities,1972-1988,box 128 folder 2 
/repositories/4/archival_objects/1442831,AC187_c00915,New Jersey Commission on Science and Technology,1985-1987,box 128 folder 3 
/repositories/4/archival_objects/1442832,AC187_c00916,New Jersey Congressional Delegation,1978-1984,box 128 folder 4 
/repositories/4/archival_objects/1442833,AC187_c00917,New Jersey Council of Princeton University,1974-1978,box 128 folder 5 
/repositories/4/archival_objects/1442834,AC187_c00918,New Jersey Department of Education,1977-1987,box 128 folder 6 
/repositories/4/archival_objects/1442835,AC187_c00919,New Jersey State Council on the Arts,1974-1978,box 128 folder 7 
/repositories/4/archival_objects/1442836,AC187_c00920,New York Times,1973-1987,box 128 folder 8-9 
/repositories/4/archival_objects/1442837,AC187_c00921,No-Nz (by Name),1985-1988,box 128 folder 10 
/repositories/4/archival_objects/1442838,AC187_c00922,Northwestern University,1977-1986,box 128 folder 11 
/repositories/4/archival_objects/1442839,AC187_c00923,Nuclear Weapons Production Freeze,1982-1983,box 128 folder 12 
/repositories/4/archival_objects/1442840,AC187_c00924,O (by Name),1985-1987,box 128 folder 13 
/repositories/4/archival_objects/1442841,AC187_c00925,Pa-Ph (by Name),1985-1987,box 129 folder 1 
/repositories/4/archival_objects/1442842,AC187_c00926,Partnership for New Jersey,1984-1987,box 129 folder 2 
/repositories/4/archival_objects/1442843,AC187_c00927,"Peat, Marwick, Mitchell, and Company",1980-1986,box 129 folder 3 
/repositories/4/archival_objects/1442844,AC187_c00928,Po-Pz (by Name),1985-1987,box 129 folder 4 
/repositories/4/archival_objects/1442845,AC187_c00929,President's Contingency Fund,1972-1987,box 129 folder 5-8 
/repositories/4/archival_objects/1442846,AC187_c00930,President Search,1987,box 129 folder 9 
/repositories/4/archival_objects/1442847,AC187_c00931,Q-R (by Name),1985-1987,box 130 folder 1 
/repositories/4/archival_objects/1442848,AC187_c00932,Rockefeller Foundation (Future of Higher Education),1972-1975,box 130 folder 2 
/repositories/4/archival_objects/1442849,AC187_c00933,S-Sc (by Name),1985-1988,box 130 folder 3 
/repositories/4/archival_objects/1442850,AC187_c00934,Se-Sk (by Name),1985-1987,box 130 folder 4 
/repositories/4/archival_objects/1442851,AC187_c00935,Sl-So (by Name),1985-1987,box 130 folder 5 
/repositories/4/archival_objects/1442852,AC187_c00936,"Sloan Foundation (Graduate Education Update, Dean Rees)",1983,box 130 folder 6 
/repositories/4/archival_objects/1442853,AC187_c00937,"Soviet Union, Appeals and Petitions to the",1978-1987,box 130 folder 7 
/repositories/4/archival_objects/1442854,AC187_c00938,Sp-Sz (by Name),1985-1987,box 130 folder 8 
/repositories/4/archival_objects/1444914,AC187_c00940,1976-1978,1976-1978,box 130 folder 9 
/repositories/4/archival_objects/1444915,AC187_c00941,A-H (by Name),1977-1978,box 130 folder 10 
/repositories/4/archival_objects/1444916,AC187_c00942,I-Z (by Name),1977-1978,box 130 folder 11 
/repositories/4/archival_objects/1442856,AC187_c00943,Swarthmore College,1979-1987,box 131 folder 1 
/repositories/4/archival_objects/1442857,AC187_c00944,T-Tz (by Name),1985-1987,box 131 folder 2 
/repositories/4/archival_objects/1442858,AC187_c00945,U-Uz (by Name),1985-1987,box 131 folder 3 
/repositories/4/archival_objects/1442859,AC187_c00946,United States Department of Education,1982-1987,box 131 folder 4 
/repositories/4/archival_objects/1442860,AC187_c00947,University League,1972-1986,box 131 folder 5 
/repositories/4/archival_objects/1442861,AC187_c00948,University Study Group (Governmental Relations Committee),1972-1975,box 131 folder 6 
/repositories/4/archival_objects/1442862,AC187_c00949,V (by Name),1977-1980,box 131 folder 7 
/repositories/4/archival_objects/1442863,AC187_c00950,Wa-Wd (by Name),1977-1987,box 131 folder 8 
/repositories/4/archival_objects/1442864,AC187_c00951,"Washington, University of, Law School ( De Funis v. Odegaard)",1973-1974,box 131 folder 9 
/repositories/4/archival_objects/1442865,AC187_c00952,We-Wh (by Name),1977-1987,box 132 folder 1 
/repositories/4/archival_objects/1442866,AC187_c00953,"Whitaker, C. Sylvester",1977-1978,box 132 folder 2 
/repositories/4/archival_objects/1442867,AC187_c00954,Wi-Wz (by Name),1977-1987,box 132 folder 3 
/repositories/4/archival_objects/1442868,AC187_c00955,Woodrow Wilson International Center for Scholars,1976-1985,box 132 folder 4 
/repositories/4/archival_objects/1442869,AC187_c00956,X-Z (by Name),1977-1987,box 132 folder 5 
/repositories/4/archival_objects/1442870,AC187_c00958,A-C (by Name),1972-1987,box 132 folder 6-7 
/repositories/4/archival_objects/1442871,AC187_c00959,Chinese Scientists or Delegation,1972-1975,box 132 folder 8 
/repositories/4/archival_objects/1442872,AC187_c00960,D-K (by Name),1972-1976,box 132 folder 9 
/repositories/4/archival_objects/1442873,AC187_c00961,D-K (by Name),1977-1987,box 133 folder 1 
/repositories/4/archival_objects/1442874,AC187_c00962,Japan Private School Promotion Foundation,1973,box 133 folder 2 
/repositories/4/archival_objects/1442875,AC187_c00963,Japanese Businessmen,1977,box 133 folder 3 
/repositories/4/archival_objects/1442876,AC187_c00964,L-Z (by Name),1972-1987,box 133 folder 4-5 
/repositories/4/archival_objects/1442877,AC187_c00965,"Mountbatten, Lord",1975,box 133 folder 6 
/repositories/4/archival_objects/1442878,AC187_c00966,National Endowment for the Humanities,1978,box 133 folder 7 
/repositories/4/archival_objects/1444917,AC187_c00968,Queen Beatrix,1981-1982,box 133 folder 8 
/repositories/4/archival_objects/1442880,AC187_c00969,Peking University Delegation,1980,box 133 folder 9 
/repositories/4/archival_objects/1442881,AC187_c00970,"Shultz, George",1985,box 133 folder 10 
/repositories/4/archival_objects/1442882,AC187_c00971,"Vick, Arthur",1975,box 133 folder 11 
/repositories/4/archival_objects/1442883,AC187_c00974,General,1972-1987,box 134 folder 1-2 
/repositories/4/archival_objects/1442884,AC187_c00975,Cleveland Alumni V.I.P. Visit to Campus,1976-1977,box 134 folder 3 
/repositories/4/archival_objects/1442885,AC187_c00977,A-Al (by Name),1972-1987,box 134 folder 4-6 
/repositories/4/archival_objects/1442886,AC187_c00978,Am-Az (by Name),1972-1987,box 134 folder 7-9 
/repositories/4/archival_objects/1442887,AC187_c00979,"Allard, Nicholas W",1974-1978,box 134 folder 10 
/repositories/4/archival_objects/1442888,AC187_c00980,"Ardrey, J. Howard",1970-1977,box 135 folder 1-4 
/repositories/4/archival_objects/1442889,AC187_c00981,"Austin, C.L.",1973-1975,box 135 folder 5 
/repositories/4/archival_objects/1442890,AC187_c00982,Ba-Bal (by Name),1972-1987,box 135 folder 6-8 
/repositories/4/archival_objects/1444918,AC187_c00984,1972-1976,1972-1976,box 135 folder 9 
/repositories/4/archival_objects/1444919,AC187_c00985,1977-1987,1977-1987,box 136 folder 1-2 
/repositories/4/archival_objects/1442892,AC187_c00986,Be (by Name),1972-1987,box 136 folder 3-5 
/repositories/4/archival_objects/1442893,AC187_c00987,Bi-Bo (by Name),1972-1987,box 136 folder 6-8 
/repositories/4/archival_objects/1442894,AC187_c00988,Br-Bz (by Name),1972-1987,box 137 folder 1-3 
/repositories/4/archival_objects/1442895,AC187_c00989,"Baker, Brian C",1976,box 137 folder 4 
/repositories/4/archival_objects/1442896,AC187_c00990,"Baker, James A., III",1980-1987,box 137 folder 5 
/repositories/4/archival_objects/1442897,AC187_c00991,"Baker, William O",1973-1986,box 137 folder 6 
/repositories/4/archival_objects/1442898,AC187_c00992,"Baldwin, Robert H. B",1969-1982,box 137 folder 7 
/repositories/4/archival_objects/1442899,AC187_c00993,"Barnes, John B., Jr",1975,box 138 folder 1 
/repositories/4/archival_objects/1442900,AC187_c00994,"Barrett, Edward W",1974,box 138 folder 2 
/repositories/4/archival_objects/1442901,AC187_c00995,"Barron, Jean M",1978,box 138 folder 3 
/repositories/4/archival_objects/1442902,AC187_c00996,"Barron, Thomas A",1974-1987,box 138 folder 4 
/repositories/4/archival_objects/1442903,AC187_c00997,"Beach, George R",1976-1984,box 138 folder 5 
/repositories/4/archival_objects/1442904,AC187_c00998,"Bell, James F., III",1977-1987,box 138 folder 6 
/repositories/4/archival_objects/1442905,AC187_c00999,"Bernstein, Robert S",1978-1979,box 138 folder 7 
/repositories/4/archival_objects/1442906,AC187_c01000,"Billings, F. Tremaine",1973-1987,box 138 folder 8 
/repositories/4/archival_objects/1442907,AC187_c01001,"Billings, Frederick P",1984-1985,box 138 folder 9 
/repositories/4/archival_objects/1442908,AC187_c01002,"Blumenthal, W. Michael",1972-1986,box 138 folder 10 
/repositories/4/archival_objects/1442909,AC187_c01003,"Bogu Ohwal, Freda R. Weiner",1977-1978,box 138 folder 11 
/repositories/4/archival_objects/1442910,AC187_c01004,"Boyatt, Thomas D",1981,box 138 folder 12 
/repositories/4/archival_objects/1442911,AC187_c01005,"Boyd, Ingram F",1978,box 138 folder 13 
/repositories/4/archival_objects/1442912,AC187_c01006,"Bradley, William W",1973-1987,box 138 folder 14 
/repositories/4/archival_objects/1442913,AC187_c01007,"Brown, R. Manning",1978-1985,box 138 folder 15 
/repositories/4/archival_objects/1444920,AC187_c01009,1978-1979,1978-1979,box 138 folder 16 
/repositories/4/archival_objects/1444921,AC187_c01010,A-Z (by Name),1978-1979,box 138 folder 17 
/repositories/4/archival_objects/1442915,AC187_c01011,"Bushnell, Asa S",1972-1977,box 138 folder 18 
/repositories/4/archival_objects/1442916,AC187_c01012,"Butler, John W., Jr",1977-1984,box 139 folder 1 
/repositories/4/archival_objects/1442917,AC187_c01013,"Byrne, Brendan T",1973-1977,box 139 folder 2 
/repositories/4/archival_objects/1442918,AC187_c01014,Ca-Ce (by Name),1972-1987,box 139 folder 3-5 
/repositories/4/archival_objects/1442919,AC187_c01015,Ch-Co (by Name),1972-1987,box 139 folder 6-8 
/repositories/4/archival_objects/1444922,AC187_c01017,1972-1976,1972-1976,box 139 folder 9 
/repositories/4/archival_objects/1444923,AC187_c01018,1977-1987,1977-1987,box 140 folder 1-2 
/repositories/4/archival_objects/1442921,AC187_c01019,"Cannon, E. Phillip",1977-1982,box 140 folder 3 
/repositories/4/archival_objects/1442922,AC187_c01020,"Carples, Jeffrey L",1973-1974,box 140 folder 4 
/repositories/4/archival_objects/1442923,AC187_c01021,"Carson, C. William",1982-1987,box 140 folder 5 
/repositories/4/archival_objects/1442924,AC187_c01022,"Cartwright, Levering",1978-1981,box 140 folder 6 
/repositories/4/archival_objects/1442925,AC187_c01023,"Cathcart, Silas S",1977-1981,box 140 folder 7 
/repositories/4/archival_objects/1442926,AC187_c01024,"Cathles, Henry M",1979,box 140 folder 8 
/repositories/4/archival_objects/1442927,AC187_c01025,"Chute, Mortimer H., Jr",1977-1984,box 140 folder 9 
/repositories/4/archival_objects/1442928,AC187_c01026,"Coburn, John B",1973-1986,box 140 folder 10 
/repositories/4/archival_objects/1442929,AC187_c01027,"Conger, Richard S",1973-1980,box 140 folder 11 
/repositories/4/archival_objects/1442930,AC187_c01028,"Coors, William K",1977-1984,box 140 folder 12 
/repositories/4/archival_objects/1442931,AC187_c01029,"Cranmer, George E",1973-1975,box 140 folder 13 
/repositories/4/archival_objects/1442932,AC187_c01030,"Crowe, William J",1983-1987,box 140 folder 14 
/repositories/4/archival_objects/1442933,AC187_c01031,"Currey, Bradley N., Jr",1975-1976,box 140 folder 15 
/repositories/4/archival_objects/1442934,AC187_c01032,D-De (by Name),1972-1987,box 140 folder 16-18 
/repositories/4/archival_objects/1442935,AC187_c01033,Di-Dz (by Name),1972-1987,box 141 folder 1-3 
/repositories/4/archival_objects/1442936,AC187_c01034,"Dall, Curtis B",1977-1978,box 141 folder 4 
/repositories/4/archival_objects/1442937,AC187_c01035,"Danforth, John C",1974-1982,box 141 folder 5 
/repositories/4/archival_objects/1442938,AC187_c01036,"Davis, David M",1972-1976,box 141 folder 6 
/repositories/4/archival_objects/1442939,AC187_c01037,"Davis, Jerome E",1971-1975,box 141 folder 7 
/repositories/4/archival_objects/1442940,AC187_c01038,"Davis, Jerome P",1976-1986,box 141 folder 8 
/repositories/4/archival_objects/1444924,AC187_c01040,1969-1976,1969-1976,box 141 folder 9 
/repositories/4/archival_objects/1444925,AC187_c01041,A-Z (by Name),1972-1975,box 141 folder 10 
/repositories/4/archival_objects/1445932,AC187_c01043,1972-1973,1972-1973,box 141 folder 11 
/repositories/4/archival_objects/1445933,AC187_c01044,1974-1981,1974-1981,box 142 folder 1 
/repositories/4/archival_objects/1444927,AC187_c01045,"Brown, R. Manning",1972-1975,box 142 folder 2 
/repositories/4/archival_objects/1444928,AC187_c01046,"Challener, Richard",1973-1974,box 142 folder 3 
/repositories/4/archival_objects/1444929,AC187_c01047,"Jones, Landon, and the Princeton Alumni Weekly",1973-1974,box 142 folder 4 
/repositories/4/archival_objects/1444930,AC187_c01048,"Malkiel, Burton",1974,box 142 folder 5 
/repositories/4/archival_objects/1444931,AC187_c01049,"Stone, Lawrence",1973-1974,box 142 folder 6 
/repositories/4/archival_objects/1442942,AC187_c01050,"Dawson, Charles S., III",1977-1984,box 142 folder 7 
/repositories/4/archival_objects/1442943,AC187_c01051,"Dibble, Charles L",1974-1976,box 142 folder 8 
/repositories/4/archival_objects/1442944,AC187_c01052,"Dickson, Donald P",1977-1986,box 142 folder 9 
/repositories/4/archival_objects/1442945,AC187_c01053,"Dixon, T. Henry",1977-1981,box 142 folder 10 
/repositories/4/archival_objects/1442946,AC187_c01054,"Doar, John M",1974-1985,box 142 folder 11 
/repositories/4/archival_objects/1442947,AC187_c01055,"Dunn, Robert B",1978-1987,box 142 folder 12 
/repositories/4/archival_objects/1442948,AC187_c01056,"Dyson, John S",1973-1975,box 142 folder 13 
/repositories/4/archival_objects/1442949,AC187_c01057,E (by Name),1972-1987,box 142 folder 14-15 
/repositories/4/archival_objects/1442950,AC187_c01058,"Edwards, Seldon S",1973-1976,box 142 folder 17 
/repositories/4/archival_objects/1442951,AC187_c01059,"English, Woodruff J",1972-1976,box 142 folder 18 
/repositories/4/archival_objects/1442952,AC187_c01060,F-Fe (by Name),1972-1987,box 143 folder 1-3 
/repositories/4/archival_objects/1442953,AC187_c01061,Fi-Fl (by Name),1972-1987,box 143 folder 4-6 
/repositories/4/archival_objects/1442954,AC187_c01062,Fo-Fy (by Name),1972-1987,box 143 folder 7-9 
/repositories/4/archival_objects/1442955,AC187_c01063,"Farnum, C. Wadsworth",1977-1987,box 143 folder 10 
/repositories/4/archival_objects/1442956,AC187_c01064,"Faunce, George, III",1972-1981,box 143 folder 11 
/repositories/4/archival_objects/1442957,AC187_c01065,"Finch, Edward R",1973-1985,box 144 folder 1 
/repositories/4/archival_objects/1442958,AC187_c01066,"Finney, George G",1972-1981,box 144 folder 2 
/repositories/4/archival_objects/1442959,AC187_c01067,"Finney, Redmond C. S",1972-1982,box 144 folder 3 
/repositories/4/archival_objects/1442960,AC187_c01068,"Firstenberg, Paul B",1977-1980,box 144 folder 4 
/repositories/4/archival_objects/1442961,AC187_c01069,"Fisher, Gary A",1973,box 144 folder 5 
/repositories/4/archival_objects/1442962,AC187_c01070,"Forrow, Brian D",1972-1973,box 144 folder 6 
/repositories/4/archival_objects/1442963,AC187_c01071,"Fox, John D",1977-1980,box 144 folder 7 
/repositories/4/archival_objects/1442964,AC187_c01072,"French, Jeffrey S",1985-1986,box 144 folder 8 
/repositories/4/archival_objects/1442965,AC187_c01073,"Frist, William H",1977-1987,box 144 folder 9 
/repositories/4/archival_objects/1442966,AC187_c01074,G-Gl (by Name),1972-1987,box 144 folder 10-12 
/repositories/4/archival_objects/1442967,AC187_c01075,Go (by Name),1972-1987,box 144 folder 13-14 
/repositories/4/archival_objects/1444932,AC187_c01077,1972-1976,1972-1976,box 144 folder 15 
/repositories/4/archival_objects/1444933,AC187_c01078,1977-1987,1977-1987,box 145 folder 1 
/repositories/4/archival_objects/1442969,AC187_c01079,"Gemmell, Edgar M",1972-1982,box 145 folder 2 
