blank,aos,repo,eadid,tc_type,tc_indicator,,string,location,profile,restriction,helper,ils_holding_id
,/repositories/3/archival_objects/365289,3,MC178,box,474,,MC178_box_474,/locations/23649,/container_profiles/3,Open,308,MC178_add308
,/repositories/3/archival_objects/365289,3,MC178,box,475,,MC178_box_475,/locations/23649,/container_profiles/3,Open,309,MC178_add309
,/repositories/3/archival_objects/365289,3,MC178,box,476,,MC178_box_476,/locations/23649,/container_profiles/3,Open,310,MC178_add310
,/repositories/3/archival_objects/365289,3,MC178,box,477,,MC178_box_477,/locations/23649,/container_profiles/3,Open,311,MC178_add311
,/repositories/3/archival_objects/365289,3,MC178,box,478,,MC178_box_478,/locations/23649,/container_profiles/3,Open,312,MC178_add312
,/repositories/3/archival_objects/365289,3,MC178,box,479,,MC178_box_479,/locations/23649,/container_profiles/3,Open,313,MC178_add313
,/repositories/3/archival_objects/365289,3,MC178,box,480,,MC178_box_480,/locations/23649,/container_profiles/3,Open,314,MC178_add314
,/repositories/3/archival_objects/365289,3,MC178,box,481,,MC178_box_481,/locations/23649,/container_profiles/3,Open,315,MC178_add315
,/repositories/3/archival_objects/365289,3,MC178,box,482,,MC178_box_482,/locations/23649,/container_profiles/3,Open,316,MC178_add316
,/repositories/3/archival_objects/365289,3,MC178,box,483,,MC178_box_483,/locations/23649,/container_profiles/3,Open,317,MC178_add317
,/repositories/3/archival_objects/365289,3,MC178,box,484,,MC178_box_484,/locations/23649,/container_profiles/3,Open,318,MC178_add318
,/repositories/3/archival_objects/365289,3,MC178,box,485,,MC178_box_485,/locations/23649,/container_profiles/3,Open,319,MC178_add319
,/repositories/3/archival_objects/365298,3,MC178,box,499,,MC178_box_499,/locations/23649,/container_profiles/3,Open,320,MC178_add320
,/repositories/3/archival_objects/365298,3,MC178,box,500,,MC178_box_500,/locations/23649,/container_profiles/3,Open,321,MC178_add321
,/repositories/3/archival_objects/365298,3,MC178,box,501,,MC178_box_501,/locations/23649,/container_profiles/3,Open,322,MC178_add322
,/repositories/3/archival_objects/365298,3,MC178,box,502,,MC178_box_502,/locations/23649,/container_profiles/3,Open,323,MC178_add323
,/repositories/3/archival_objects/365298,3,MC178,box,503,,MC178_box_503,/locations/23649,/container_profiles/3,Open,324,MC178_add324
,/repositories/3/archival_objects/365298,3,MC178,box,504,,MC178_box_504,/locations/23649,/container_profiles/3,Open,325,MC178_add325
,/repositories/3/archival_objects/365298,3,MC178,box,505,,MC178_box_505,/locations/23649,/container_profiles/3,Open,326,MC178_add326
,/repositories/3/archival_objects/365298,3,MC178,box,506,,MC178_box_506,/locations/23649,/container_profiles/3,Open,327,MC178_add327
,/repositories/3/archival_objects/365298,3,MC178,box,507,,MC178_box_507,/locations/23649,/container_profiles/3,Open,328,MC178_add328
,/repositories/3/archival_objects/365300,3,MC178,box,513,,MC178_box_513,/locations/23649,/container_profiles/3,Open,329,MC178_add329
,/repositories/3/archival_objects/365300,3,MC178,box,514,,MC178_box_514,/locations/23649,/container_profiles/3,Open,330,MC178_add330
,/repositories/3/archival_objects/365300,3,MC178,box,515,,MC178_box_515,/locations/23649,/container_profiles/3,Open,331,MC178_add331
,/repositories/3/archival_objects/365300,3,MC178,box,516,,MC178_box_516,/locations/23649,/container_profiles/3,Open,332,MC178_add332
,/repositories/3/archival_objects/365300,3,MC178,box,517,,MC178_box_517,/locations/23649,/container_profiles/3,Open,333,MC178_add333
,/repositories/3/archival_objects/365300,3,MC178,box,518,,MC178_box_518,/locations/23649,/container_profiles/3,Open,334,MC178_add334
,/repositories/3/archival_objects/365300,3,MC178,box,519,,MC178_box_519,/locations/23649,/container_profiles/3,Open,335,MC178_add335
,/repositories/3/archival_objects/365301,3,MC178,box,523,,MC178_box_523,/locations/23649,/container_profiles/3,Open,336,MC178_add336
,/repositories/3/archival_objects/365301,3,MC178,box,524,,MC178_box_524,/locations/23649,/container_profiles/3,Open,337,MC178_add337
,/repositories/3/archival_objects/365301,3,MC178,box,525,,MC178_box_525,/locations/23649,/container_profiles/3,Open,338,MC178_add338
,/repositories/3/archival_objects/365301,3,MC178,box,526,,MC178_box_526,/locations/23649,/container_profiles/3,Open,339,MC178_add339
,/repositories/3/archival_objects/365301,3,MC178,box,527,,MC178_box_527,/locations/23649,/container_profiles/3,Open,340,MC178_add340
,/repositories/3/archival_objects/365301,3,MC178,box,528,,MC178_box_528,/locations/23649,/container_profiles/3,Open,341,MC178_add341
,/repositories/3/archival_objects/365301,3,MC178,box,529,,MC178_box_529,/locations/23649,/container_profiles/3,Open,342,MC178_add342
,/repositories/3/archival_objects/365301,3,MC178,box,531,,MC178_box_531,/locations/23649,/container_profiles/3,Open,343,MC178_add343
,/repositories/3/archival_objects/365301,3,MC178,box,532,,MC178_box_532,/locations/23649,/container_profiles/3,Open,344,MC178_add344
,/repositories/3/archival_objects/365304,3,MC178,box,666,,MC178_box_666,/locations/23649,/container_profiles/3,Open,345,MC178_add345
,/repositories/3/archival_objects/365304,3,MC178,box,667,,MC178_box_667,/locations/23649,/container_profiles/3,Open,346,MC178_add346
,/repositories/3/archival_objects/365304,3,MC178,box,668,,MC178_box_668,/locations/23649,/container_profiles/3,Open,347,MC178_add347
,/repositories/3/archival_objects/365304,3,MC178,box,669,,MC178_box_669,/locations/23649,/container_profiles/3,Open,348,MC178_add348
,/repositories/3/archival_objects/365304,3,MC178,box,670,,MC178_box_670,/locations/23649,/container_profiles/3,Open,349,MC178_add349
,/repositories/3/archival_objects/365304,3,MC178,box,671,,MC178_box_671,/locations/23649,/container_profiles/3,Open,350,MC178_add350
,/repositories/3/archival_objects/365305,3,MC178,box,675,,MC178_box_675,/locations/23649,/container_profiles/3,Open,351,MC178_add351
,/repositories/3/archival_objects/365305,3,MC178,box,676,,MC178_box_676,/locations/23649,/container_profiles/3,Open,352,MC178_add352
,/repositories/3/archival_objects/365305,3,MC178,box,677,,MC178_box_677,/locations/23649,/container_profiles/3,Open,353,MC178_add353
,/repositories/3/archival_objects/365305,3,MC178,box,678,,MC178_box_678,/locations/23649,/container_profiles/3,Open,354,MC178_add354
,/repositories/3/archival_objects/365305,3,MC178,box,679,,MC178_box_679,/locations/23649,/container_profiles/3,Open,355,MC178_add355
,"/repositories/6/archival_objects/483399, /repositories/6/archival_objects/483399",6,WC038,box,11,,WC038_box_11,/locations/23662,/container_profiles/3,Open,356,WC038_add356
